epoch,accuracy,loss,val_accuracy,val_loss
82,0.95778334,0.14408499575033784,0.9588,0.1390927032274194
83,0.95806664,0.14282572463713586,0.9594,0.1385902983462438
84,0.95843333,0.14160677314549686,0.9596,0.13670398436579853
85,0.9586333,0.14039426431804897,0.9601,0.13609444362064824
86,0.9589,0.13930934424884617,0.9602,0.1346912386873737
87,0.95923334,0.13802906949259341,0.9607,0.13424514269083737
88,0.95991665,0.13686469433642923,0.9609,0.1329162196596153
88,0.9594833,0.1368194050770253,0.9608,0.13378124588774518
89,0.9601833,0.13568121480941772,0.9608,0.1318229114646092
90,0.9605,0.13459854794014245,0.9617,0.13106514372536912
91,0.96063334,0.13346981366258115,0.9614,0.12998057241598143
92,0.9612667,0.13232020503282546,0.9623,0.12906439073523507
93,0.96166664,0.13128995334915816,0.9627,0.12803336536837742
94,0.96195,0.1302415418382734,0.9632,0.1270152525231242
95,0.9622833,0.12910766517929734,0.9636,0.12601612011995167
96,0.9626833,0.1281040048096329,0.9638,0.12483062235498801
97,0.9629833,0.1271466959938407,0.9646,0.1243232778259553
98,0.96335,0.12606550916004927,0.9651,0.12310557360481471
99,0.96355,0.12508428447879852,0.9647,0.12243211678182707
100,0.964,0.12406653252243996,0.9643,0.12183363748062402
88,0.95951664,0.13683063334599138,0.9612,0.1331800491255708
89,0.9601167,0.13566728149261326,0.9616,0.1320653942092322
90,0.96071666,0.13460116296261548,0.9616,0.13060316978208722
91,0.9609333,0.13340093910414724,0.9619,0.12989866867335514
92,0.9612,0.13232657108455897,0.9626,0.12965893525676803
93,0.96181667,0.1312842150889337,0.9627,0.12759686177782714
94,0.96165,0.1302754227537662,0.9632,0.12679722854541614
95,0.9623333,0.12909130727034063,0.9635,0.12610139642516152
88,0.9597167,0.13684620287455618,0.961,0.13255229966249316
89,0.96033335,0.13571791562438013,0.9613,0.13198790175560862
90,0.9604333,0.13460813950374723,0.9618,0.13055137393949554
91,0.96066666,0.1334761380646378,0.9625,0.12951265976857393
92,0.9611,0.13233532897755504,0.9628,0.12918422140413896
93,0.96146667,0.13128859196975828,0.963,0.12828362811962143
94,0.96213335,0.13026657865196467,0.9623,0.1273618676797487
95,0.96225,0.1291817764407024,0.9633,0.12612421933189036
88,0.95966667,0.1368309132438153,0.9612,0.1330112849404104
89,0.9602,0.13568451235070825,0.9615,0.13120341224828735
90,0.9605333,0.13456763967312874,0.9619,0.13042417406477033
91,0.96068335,0.13345317785069347,0.9625,0.13018687250092625
92,0.9612,0.13234499579295517,0.9626,0.12892755529657007
93,0.9615,0.13128172545135022,0.9629,0.12791283634398132
94,0.9618833,0.13024431025981903,0.9626,0.12728958414774388
95,0.9622833,0.12920748398452997,0.9636,0.12597833342663944
96,0.96238333,0.128152595911175,0.9638,0.12550710910744964
97,0.9630833,0.12712633044086397,0.9643,0.12451663490571081
98,0.96285,0.12615251911617814,0.9645,0.12323649620078504
95,0.9622667,0.12917795067001134,0.9631,0.1257263706321828
96,0.96248335,0.12808597244229167,0.9643,0.12519860056508333
97,0.96265,0.12710197206865997,0.9645,0.12450570510141551
98,0.96306664,0.1260063532460481,0.9633,0.12370598520664498
96,0.9625,0.12812765722349287,0.9636,0.12495998802548275
97,0.96306664,0.12711922850552945,0.9641,0.12402185543579981
98,0.96306664,0.1260232343096286,0.9643,0.12375954942405223
99,0.9636,0.1250833643656224,0.9644,0.12196993608307094
100,0.96391666,0.12397091898135841,0.9642,0.12263748074416071
101,0.9641167,0.12309633719455451,0.9653,0.12023749948618934
102,0.96473336,0.12209351710230112,0.9644,0.12016570605989546
103,0.96475,0.12120402113907039,0.9659,0.11851027939422056
104,0.9652,0.12020595176145435,0.9657,0.11829387873085216
105,0.9653,0.11922476075030863,0.9663,0.11719825090514496
106,0.96543336,0.11833876852411777,0.9661,0.11625887264776975
107,0.96568334,0.11747063978295773,0.9662,0.11591756323212758
108,0.9658667,0.11658384618256241,0.9665,0.116069305957295
109,0.9662833,0.11563062825798988,0.9667,0.11491653773095459
110,0.96636665,0.11482153473608196,0.9666,0.11316814204328693
111,0.96666664,0.1139150143880397,0.9668,0.1130136314611882
112,0.96688336,0.11307223798520863,0.9675,0.11205126096284948
113,0.96711665,0.11223671090975404,0.9672,0.1116119542401284
114,0.96723336,0.11142823532409966,0.968,0.1106042081322521
115,0.9676667,0.11062663087341934,0.9677,0.10999538403563201
116,0.968,0.10982154921628534,0.9681,0.10860806309850886
117,0.9676667,0.1089735856000334,0.9677,0.10808036904595793
118,0.96825,0.10822702804580331,0.9684,0.1079076498837676
119,0.9684,0.10736357462406158,0.9686,0.10653528691665269
